,0,1
3196,Self-voicing guest stars,Luke Perry
3197,Self-voicing guest stars,Magic Johnson
3198,Self-voicing guest stars,Magic Johnson (character)
3199,Self-voicing guest stars,Mario Batali
3200,Self-voicing guest stars,Mark Cuban
3201,Self-voicing guest stars,Mark McGwire
3202,Self-voicing guest stars,Martha Stewart
3203,Self-voicing guest stars,Chris Martin
3204,Springfield Elementary School students,"""Blow the Horn"" Kid"
3205,Springfield Elementary School students,"""Where the Redfern Grows"" 5th grader"
3211,Springfield Elementary School students,Afro Girl
3212,Springfield Elementary School students,Aiden Freemont
3213,Springfield Elementary School students,Langdon Alger
3214,Springfield Elementary School students,Amy
3215,Springfield Elementary School students,Arthur
3216,Springfield Elementary School students,Arthur (Student)
3217,Springfield Elementary School students,Ashley
3218,Springfield Elementary School students,Ashley (3rd Grader)
3219,Springfield Elementary School students,Audrey McConnell's Student 1
3220,Springfield Elementary School students,Audrey McConnell's Student 2
3221,Springfield Elementary School students,Audrey McConnell's Student 3
3222,Springfield Elementary School students,Audrey McConnell's Student 4
3223,Springfield Elementary School students,Audrey McConnell's Student 5
3224,Springfield Elementary School students,Audrey McConnell's Student 8
3225,Springfield Elementary School students,Audrey McConnell's Students
3226,Springfield Elementary School students,Barrow Spuckler
3227,Springfield Elementary School students,Bart Cumberdale
3228,Springfield Elementary School students,Becky Shorter
3229,Springfield Elementary School students,Beezee
3230,Springfield Elementary School students,Adrian Belew
3231,Springfield Elementary School students,Benzine girl
3232,Springfield Elementary School students,Chuck Berger
3233,Springfield Elementary School students,Bashir bin Laden
3234,Springfield Elementary School students,Birgit
3235,Springfield Elementary School students,Black Weasel
3236,Springfield Elementary School students,Blues Boy
3237,Springfield Elementary School students,Bodhi
3238,Springfield Elementary School students,Bort Sampson
3239,Springfield Elementary School students,Wendell Borton
3240,Springfield Elementary School students,Boy with bangs
3241,Springfield Elementary School students,Boy with freckles
3242,Springfield Elementary School students,Boy with glasses
3243,Springfield Elementary School students,Boy with Orange Beanie
3244,Springfield Elementary School students,Boy with red hoodie
3245,Springfield Elementary School students,Boy with shades
3246,Springfield Elementary School students,Brittany (Student)
3247,Springfield Elementary School students,Brown Long Haired Girl
3248,Springfield Elementary School students,Brown-haired boy
3249,Springfield Elementary School students,Brown-haired girl
3250,Springfield Elementary School students,Bruce Udelhofen
3251,Springfield Elementary School students,Buck-toothed boy
3252,Springfield Elementary School students,Buck-toothed girl
3253,Springfield Elementary School students,Calves Legman
3254,Springfield Elementary School students,Report Card
3255,Springfield Elementary School students,Celeste
3256,Springfield Elementary School students,Chess Nerd
3257,Springfield Elementary School students,Coach Krupt and Mrs. Krupt's daughter
3258,Springfield Elementary School students,Cool kid
3259,Springfield Elementary School students,Coward
3260,Springfield Elementary School students,Crystal Meth Spuckler
3261,Springfield Elementary School students,Michael D'Amico
3262,Springfield Elementary School students,Dahlia Brinkley
3263,Springfield Elementary School students,Dakota (Blond)
3264,Springfield Elementary School students,Dakota (Orange)
3265,Springfield Elementary School students,Danny
3266,Springfield Elementary School students,Darryl
3267,Springfield Elementary School students,Database
3269,Springfield Elementary School students,Database's Girlfriend
3270,Springfield Elementary School students,Donna
3271,Springfield Elementary School students,Donna's friend
3272,Springfield Elementary School students,Donny (The Debarted)
3273,Springfield Elementary School students,Dr. Hibbert's Second Daughter
3274,Springfield Elementary School students,Dr. Hibbert's Second Son
3275,Springfield Elementary School students,Dubya Spuckler
3276,Springfield Elementary School students,Dylan (Chief of Hearts)
3277,Springfield Elementary School students,E-mail
3278,Springfield Elementary School students,Eleanor Mackie
3279,Springfield Elementary School students,Elizabeth Hoover's Students
3280,Springfield Elementary School students,Emmy
3281,Springfield Elementary School students,Erik
3282,Springfield Elementary School students,Ezekiel
3283,Springfield Elementary School students,Fat camper
3284,Springfield Elementary School students,Female Twin
3285,Springfield Elementary School students,Rod Flanders
3286,Springfield Elementary School students,Todd Flanders
3287,Springfield Elementary School students,Fourth Grade
3288,Springfield Elementary School students,Freddy
3289,Springfield Elementary School students,German Santa Girl
3290,Springfield Elementary School students,Girl playing soccer
3291,Springfield Elementary School students,Girl with glasses
3292,Springfield Elementary School students,Girl with ponytail
3293,Springfield Elementary School students,Great Son
3294,Springfield Elementary School students,Gus Huebner
3295,Springfield Elementary School students,Ham
3296,Springfield Elementary School students,Andy Hamilton
3297,Springfield Elementary School students,Harper Jambowski
3298,Springfield Elementary School students,Heather Spuckler
3299,Springfield Elementary School students,Hick boy
3300,Springfield Elementary School students,Howard (Moaning Lisa)
3301,Springfield Elementary School students,Hubert Wong
3302,Springfield Elementary School students,Incest Spuckler
3303,Springfield Elementary School students,Indian Nerd
3304,Springfield Elementary School students,Isabel Gutiérrez
3305,Springfield Elementary School students,Ishmael
3306,Springfield Elementary School students,Jack Deforest
3307,Springfield Elementary School students,Jake Boyman
3308,Springfield Elementary School students,Jamie
3310,Springfield Elementary School students,Jenny
3311,Springfield Elementary School students,Jimbo Jones
3312,Springfield Elementary School students,Juliana Krellner
3314,Springfield Elementary School students,Jimbo Jr.
3316,Springfield Elementary School students,Kaitlin
3317,Springfield Elementary School students,"Kearney Zzyzwicz, Jr."
3318,Springfield Elementary School students,Kenny
3319,Springfield Elementary School students,Kevin (Stealing First Base)
3320,Springfield Elementary School students,Kindergarten student
3321,Springfield Elementary School students,Kyle (3rd Grader)
3322,Springfield Elementary School students,Kyle LaBianco
3323,Springfield Elementary School students,Larry Mackleberry
3324,Springfield Elementary School students,Lewis Clark
3325,Springfield Elementary School students,Lewis' lookalike
3326,Springfield Elementary School students,Lisa's Classmate 1
3327,Springfield Elementary School students,Lisa's Classmate 7
3328,Springfield Elementary School students,Lisa's Friend 3
3329,Springfield Elementary School students,Lisa's Friend 4
3330,Springfield Elementary School students,Lisa’s Classmate 5
3331,Springfield Elementary School students,Lisa’s Classmate 6
3332,Springfield Elementary School students,Lisa’s Classmate 8
3333,Springfield Elementary School students,List of Springfield Elementary School Students
3334,Springfield Elementary School students,Long-haired girl
3335,Springfield Elementary School students,Louie Jr.
3336,Springfield Elementary School students,Jessica Lovejoy
3337,Springfield Elementary School students,Lucas Bortner
3338,Springfield Elementary School students,Male Twin
3339,Springfield Elementary School students,"Martin Prince, Jr."
3340,Springfield Elementary School students,Math Nerd
3341,Springfield Elementary School students,Mavis
3342,Springfield Elementary School students,Nikki McKenna
3343,Springfield Elementary School students,Megan
3344,Springfield Elementary School students,Melissa (4th Grade)
3345,Springfield Elementary School students,Melody Juniper
3346,Springfield Elementary School students,Mike's Student 1
3347,Springfield Elementary School students,Mike's Student 2
3348,Springfield Elementary School students,Mike's Student 3
3349,Springfield Elementary School students,Milhouse's Date
3350,Springfield Elementary School students,Morgan (3rd Grader)
3351,Springfield Elementary School students,Mr. Benzie's Students
3352,Springfield Elementary School students,Pahusacheta Nahasapeemapetilon
3353,Springfield Elementary School students,Nell Nicholson
3354,Springfield Elementary School students,Nelson Muntz
3355,Springfield Elementary School students,New student
3356,Springfield Elementary School students,Nina Skalka
3357,Springfield Elementary School students,Noah (Father Knows Worst)
3358,Springfield Elementary School students,Photo Girl
3359,Springfield Elementary School students,Playground ghost
3360,Springfield Elementary School students,Popular Girl 1
3361,Springfield Elementary School students,Popular Girl 2
3362,Springfield Elementary School students,Popular Girl 3
3363,Springfield Elementary School students,Popular Girl 4
3364,Springfield Elementary School students,Janey Powell
3365,Springfield Elementary School students,Professor Frink's son
3366,Springfield Elementary School students,Prune Juice Nerd
3367,Springfield Elementary School students,Quigley
3369,Springfield Elementary School students,Ralph (Moaning Lisa)
3370,Springfield Elementary School students,Ralph Wiggum
3371,Springfield Elementary School students,Rex (Bart of Darkness)
3372,Springfield Elementary School students,Rex (I Love Lisa)
3374,Springfield Elementary School students,Francine Rhenquist
3375,Springfield Elementary School students,Richard
3376,Springfield Elementary School students,Ross
3377,Springfield Elementary School students,Sailor Kid
3378,Springfield Elementary School students,Sara (Student)
3379,Springfield Elementary School students,Sherri and Terri
3380,Springfield Elementary School students,Sherri Mackleberry
3382,Springfield Elementary School students,Bart Simpson
3383,Springfield Elementary School students,"Bart Simpson, Jr."
3384,Springfield Elementary School students,Lisa Simpson
3385,Springfield Elementary School students,Singing Girl
3386,Springfield Elementary School students,Smart Boy
3387,Springfield Elementary School students,Smart Boy 2
3388,Springfield Elementary School students,Smug Girl
3389,Springfield Elementary School students,Sophie Jensen
3391,Springfield Elementary School students,Gummy Sue Spuckler
3392,Springfield Elementary School students,Mary Spuckler
3393,Springfield Elementary School students,Taylor Spuckler
3395,Springfield Elementary School students,Samantha Stankey
3396,Springfield Elementary School students,Star Trek Nerd
3398,Springfield Elementary School students,Dolph Starbeam
3399,Springfield Elementary School students,Summer Romance girl
3400,Springfield Elementary School students,Susan
3401,Springfield Elementary School students,Little Moe Szyslak
3402,Springfield Elementary School students,Taffy
3403,Springfield Elementary School students,Cosine Tangent
3805,Babies,"""Something New"" Spuckler Baby"
3806,Babies,Bart and Darcy's baby
3807,Babies,Baby Bear
3808,Babies,Bouncing Battle Baby
3809,Babies,Axel Bouvier
3810,Babies,Ling Bouvier
3811,Babies,BrainBaby
3812,Babies,Camping Baby
3813,Babies,Candy Baby
3814,Babies,Cookie Kwan and Joe Quimby's son
3815,Babies,Corduroy
3816,Babies,Crying Baby
3817,Babies,Dara Spuckler
3818,Babies,Darcy's Baby
3819,Babies,Dolly Bouvier
3820,Babies,Dr. Hibbert's Third Son
3821,Babies,File:Evie simpson.png
3822,Babies,Fat Baby
3823,Babies,Frankie the Squealer’s Son
3824,Babies,Gloria and Snake Jailbird's child
3825,Babies,Holly Bouvier
3826,Babies,Homer Jr.
3827,Babies,Hudson
3828,Babies,Hungry Spuckler Baby
3829,Babies,Johnny Tightlips’ daughter
3830,Babies,Kearney's Other Son
3831,Babies,Krusty's son
3832,Babies,Leroy Simpson
3833,Babies,Lisa and Nelson's children
3834,Babies,Lolly Bouvier
3835,Babies,"Maggie Simpson, Jr."
3836,Babies,Maggie Ziff
3837,Babies,Mall Santa Boy
3838,Babies,Mayor Quimby's secret family
3839,Babies,Melvin Van Horne's grandchildren
3840,Babies,Moonstar Bouvier-Jones
3841,Babies,Nabendu Nahasapeemapetilon
3842,Babies,The Nahasapeemapetilon Octuplets
3843,Babies,Anoop Nahasapeemapetilon
3844,Babies,Gheet Nahasapeemapetilon
3845,Babies,Poonam Nahasapeemapetilon
3846,Babies,Pria Nahasapeemapetilon
3847,Babies,Sandeep Nahasapeemapetilon
3848,Babies,Sashi Nahasapeemapetilon
3849,Babies,Uma Nahasapeemapetilon
3850,Babies,Noah's Sister
3851,Babies,Normal Head Joe Spuckler
3852,Babies,Other Maggie Simpson
3853,Babies,Outlands Maggie
3854,Babies,Patrick Ewing Wegman
3855,Babies,Pippy Roulette
3856,Babies,Polly Bouvier
3857,Babies,Professor Frink's Infant Son
3858,Babies,Rumor Spuckler
3859,Babies,Maagi Sampsan
3860,Babies,Gerald Samson
3861,Babies,Sherri and Terri's children
3862,Babies,Sherri and Terri's unnamed sons
3863,Babies,Lotus Simpson
3864,Babies,Maggie Simpson
3865,Babies,Magpie Simpson
3866,Babies,Skull and Crossbones Baby
3867,Babies,Rubella Scabies Spuckler
3868,Babies,Stewie Griffin
3869,Babies,Suzie
3870,Babies,Gino Terwilliger
3871,Babies,The Nahasapeemapetilon Octuplets' Octuplets
3872,Babies,Three Unnamed Spuckler Babies
3874,Babies,Tyler
3876,Babies,Unborn Spuckler Baby
3877,Babies,Unnamed Spuckler Baby
3878,Babies,Wheel and Barrel Spuckler
3879,Children,"""Blow the Horn"" Kid"
3880,Children,"""Certainly"" Kid"
3881,Children,"""Little Miss Springfield"" girl"
3882,Children,"""Something New"" Spuckler Baby"
3883,Children,"""Where the Redfern Grows"" 5th grader"
3889,Children,Afro Girl
3890,Children,Alex (I'm Spelling as Fast as I Can)
3891,Children,Langdon Alger
3892,Children,American Spy
3893,Children,Amy
3894,Children,Anderson
3895,Children,Angelica
3896,Children,Angelica Button
3897,Children,Angry Mob
3898,Children,Annika Van Houten
3899,Children,Anya
3900,Children,Arcade Kid
3901,Children,Arthur (Student)
3902,Children,Ashley
3903,Children,Ashley (3rd Grader)
3904,Children,Audrey McConnell's Student 1
3905,Children,Audrey McConnell's Student 2
3906,Children,Audrey McConnell's Student 4
3907,Children,Audrey McConnell's Student 8
3908,Children,Audrey McConnell's Students
3910,Children,Baby Gerald's Brother
3911,Children,Bambi
3912,Children,Barrow Spuckler
3913,Children,Bart Cumberdale
3914,Children,Bart The Boy
3915,Children,Bartabe Barrows
3916,Children,Bartie Ziff
3917,Children,Bartman (character)
3918,Children,Baby Bear
3919,Children,Becky Shorter
3920,Children,Beezee
3921,Children,Brendan Beiderbecke
3922,Children,Adrian Belew
3923,Children,Bella-Ella
3924,Children,Ben (Summer of 4 Ft. 2)
3925,Children,Benzine girl
3926,Children,Chuck Berger
3927,Children,David Bernstein
3928,Children,Biff Westwood
3929,Children,Bigfoot Kid
3930,Children,Billy (actor)
3931,Children,Billy (flashback)
3932,Children,Bashir bin Laden
3933,Children,Birgit
3934,Children,Black Weasel
3935,Children,Blake (Three Dreams Denied)
3936,Children,Blake Black
3937,Children,The Bloodening
3938,Children,Blues Boy
3939,Children,Bobby Hill
3940,Children,Bodhi
3941,Children,Bongo
3942,Children,Bonnie Flanders
3943,Children,Bort (boy)
3944,Children,Wendell Borton
3945,Children,Bouncing Battle Baby
3946,Children,Ling Bouvier
3947,Children,Boy with bangs
3948,Children,Boy with freckles
3949,Children,Boy with glasses
3950,Children,Boy with red hoodie
3951,Children,Boy with shades
3952,Children,BrainBaby
3953,Children,Brittany (Krusty Gets Busted)
3954,Children,Brittany (Student)
3955,Children,Brittany Spuckler
3956,Children,Brittany Brockman
3957,Children,Brothers and sisters of Chin Ho and Chan Ho
3958,Children,Brown Long Haired Girl
3959,Children,Brown-haired boy
3960,Children,Brown-haired girl
3961,Children,Bruce Udelhofen
3962,Children,Bryce Dallas Howard
3963,Children,Buck-toothed boy
3964,Children,Buck-toothed girl
3965,Children,C.H.U.M.
3966,Children,Cadet leader
3967,Children,Caitlin (Waverly Hills 9-0-2-1-D'oh)
3968,Children,"Caitlin, Katelyn and Kate Lynn"
3969,Children,Calves Legman
3970,Children,Calvin
3971,Children,Cameron
3972,Children,Canadian Nelson
3973,Children,Report Card
3974,Children,Caribbean Boy
3975,Children,Carmen
3976,Children,Case 916044
3977,Children,Cassandra
3978,Children,Cassidy Gillick
3979,Children,Cavalry Kids
3980,Children,Celeste
3981,Children,Charlie (orphan)
3982,Children,Charlie's adoptive family
3983,Children,Chess Nerd
3984,Children,Peta
3985,Children,Chin Ho
3986,Children,Chloe Spuckler
3987,Children,Christmas Boy
3988,Children,Cindy
3989,Children,Cleveland Brown Jr
3990,Children,Clobber Girl
3991,Children,Coach Krupt and Mrs. Krupt's daughter
3992,Children,Coach Krupt and Mrs. Krupt's son
3993,Children,Cody Spuckler
3994,Children,Colin
3995,Children,Connie Flanders
3996,Children,Conscience
3997,Children,Cookie Kwan and Joe Quimby's son
3998,Children,Cool kid
3999,Children,Counter Truancy Unit
4000,Children,Cousin Cathy
4002,Children,Coward
4003,Children,Cregg Demon's son
4004,Children,Crystal Meth Spuckler
4005,Children,Cub Scout Troop Number 102
4006,Children,Cupcake Kid
4007,Children,Cypress Creek Milhouse
4008,Children,Michael D'Amico
4009,Children,Dakota (Blond)
4010,Children,Dakota (Orange)
4011,Children,Danny
4012,Children,Dara Spuckler
4013,Children,Darryl
4014,Children,Database
4015,Children,Database's Girlfriend
4016,Children,Duff Daughter
4017,Children,David (Treehouse of Horror XVI)
4018,Children,Dean
4019,Children,Amber Dempsey
4020,Children,Digby Diggs
4021,Children,Divorced Dad's Visitation Jamboree
4022,Children,Dolly Bouvier
4023,Children,Maria Dominguez
4024,Children,Donkey meat boy
4025,Children,Donna
4026,Children,Donna's friend
4027,Children,Donny (The Debarted)
4028,Children,Doo-De-Doo Kid
4029,Children,Dorit
4030,Children,Dot
4031,Children,Dr. Bartley
4032,Children,Dr. Hibbert's First Daughter
4033,Children,Dr. Hibbert's Second Daughter
4034,Children,Dr. Hibbert's Second Son
4035,Children,Tobias Drundridge
4036,Children,Dubya Spuckler
4037,Children,Stretch Dude
4038,Children,Dry Duff
4039,Children,Dufflad
4040,Children,Dylan (Chief of Hearts)
4041,Children,Dylan Spuckler
4042,Children,E-mail
4043,Children,El Barto
4044,Children,El Puerco
4045,Children,El Puerco's first girlfriend
4046,Children,El Puerco's second girlfriend
4047,Children,Eleanor Mackie
4048,Children,Eliza
4049,Children,Eliza Simpson (Treehouse of Horror XV)
4050,Children,Elizabeth Hoover's Students
4051,Children,Elliot
4052,Children,Elmo
4053,Children,Embry Joe Spuckler
4054,Children,Emmy
4055,Children,Erica
4056,Children,Erik
4057,Children,Erin
4058,Children,Ethan Foley
4059,Children,Ezekiel
4060,Children,Ezekiel and Ishmael
4061,Children,Fallout Boy
4062,Children,Fat Baby
4063,Children,Fat camper
4064,Children,Female Twin
4065,Children,Fighting owl
4066,Children,Rod Flanders
4067,Children,Todd Flanders
4068,Children,Fontanelle Spuckler
4069,Children,Fourth Grade
4070,Children,Franklin
4071,Children,Freddy
4072,Children,French Boy
4073,Children,Gabby Roulette
4074,Children,Tom Gammel
4075,Children,Gary (Cypress Creek)
4076,Children,Gavin
4077,Children,George Burns (character)
4078,Children,German Santa Girl
4269,Families,Alberto's Family
4281,Families,Burns family
4285,Families,Chalmers Family
4286,Families,Charleston Charles
4287,Families,Charlie's adoptive family
4291,Families,Crouse Family
4297,Families,Discothèque Family
4302,Families,Flanders family
4304,Families,Frink Family
4305,Families,Gavin's Family
4309,Families,Graycomb family
4310,Families,Great Family
4312,Families,Gumble Family
4315,Families,Gurney Family
4318,Families,Hernandez Family
4319,Families,Hibbert family
4325,Families,Identical Family
4328,Families,Janey Powell's Family
4330,Families,Jones family
4337,Families,Krustofsky Family
4340,Families,List of families in The Simpsons
4342,Families,Lovejoy family
4344,Families,MacDougal Family
4346,Families,Mackleberry family
4349,Families,Mann Family
4350,Families,Mayor Quimby's secret family
4351,Families,McKenna Family
4355,Families,Muntz Family
4356,Families,Nahasapeemapetilon Family
4358,Families,Norman Rockwell-esque Family
4361,Families,Olsen Family
4364,Families,Plantsons
4366,Families,Powell family
4367,Families,Powell Family
4368,Families,Powers Family
4370,Families,Prince Family
4371,Families,Quimby family
4372,Families,Quimby Family
4374,Families,Rebecca Charles
4378,Families,Samson Family
4380,Families,Scorpio Family
4381,Families,Shelby's Family
4382,Families,Shorter Family
4384,Families,Simpson family
4386,Families,Simpsons Family Lookalikes
4387,Families,Skinner family
4392,Families,Spuckler Family
4394,Families,Stankey Family
4396,Families,Starbeam Family
4398,Families,Stemple Family
4400,Families,Suzie's Family
4401,Families,Szyslak Family
4403,Families,Taylor Family
4405,Families,Terwilliger Family
4408,Families,The Raccoon Family
4409,Families,The Sampsans
4410,Families,The Simpsons Uncensored Family Album
4411,Families,Tracey Ullman Simpson Family
4413,Families,Van Horne Family
4415,Families,Van Houten Family
4420,Families,Woosterfield Family
4423,Families,Zzyzwicz Family
4625,Immigrants,Akira
4626,Immigrants,Amid bin Laden
4627,Immigrants,Bashir bin Laden
4628,Immigrants,Christopher
4629,Immigrants,Circus Acrobat
4630,Immigrants,Colin
4631,Immigrants,Estonian Dwarf
4632,Immigrants,Gottfrid
4633,Immigrants,Giuseppe Granfinali
4634,Immigrants,Groundskeeper Willie
4635,Immigrants,Adil Hoxha
4636,Immigrants,Indian Nerd
4637,Immigrants,Jean-Claude Charles
4638,Immigrants,Julio Franco
4639,Immigrants,Mr. Lacoste
4640,Immigrants,Anton Lubchenko
4641,Immigrants,Melvin Van Horne
4642,Immigrants,Mina bin Laden
4643,Immigrants,Mrs. Gumble
4644,Immigrants,Ms. Nahasapeemapetilon
4645,Immigrants,Apu Nahasapeemapetilon
4646,Immigrants,Manjula Nahasapeemapetilon
4647,Immigrants,Sanjay Nahasapeemapetilon
4648,Immigrants,Norwegian exchange student
4649,Immigrants,Old Irish Man
4650,Immigrants,Pedro Chespirito
4651,Immigrants,Rabbi Zev Krustofsky
4652,Immigrants,Luigi Risotto
4653,Immigrants,Nick Riviera
4654,Immigrants,Señora Bumblebee Man
4655,Immigrants,Abe Simpson II
4656,Immigrants,Orville Simpson
4657,Immigrants,Señor Spielbergo
4658,Immigrants,Syd Charles
4659,Immigrants,Marv Szyslak
4660,Immigrants,Minnie Szyslak
4661,Immigrants,Moe Szyslak
4662,Immigrants,Truong Van Dinh
4663,Immigrants,Zutroy
4664,Immigrants,Üter Zörker
4665,Retired Characters,Angela (Family Guy)
4666,Retired Characters,Bill Pye
4667,Retired Characters,Billie Jean King
4668,Retired Characters,Billy (actor)
4669,Retired Characters,Wallace Brady
4670,Retired Characters,Don Brodka
4671,Retired Characters,Larry Burns
4672,Retired Characters,Capital City Goofball
4674,Retired Characters,Chester J. Lampwick
4675,Retired Characters,Colin
4676,Retired Characters,Grant Connor
4677,Retired Characters,Evan Conover
4678,Retired Characters,Froggie
4679,Retired Characters,Mr. Gammel
4680,Retired Characters,Tom Gammel
4681,Retired Characters,The Godfather (character)
4682,Retired Characters,Grandpa Van Houten's Second Wife
4683,Retired Characters,Hazel
4684,Retired Characters,Homer's cousin's son
4685,Retired Characters,Lionel Hutz
4686,Retired Characters,Jer
4687,Retired Characters,Wally Kogen
4688,Retired Characters,Edna Krabappel
4689,Retired Characters,Officer Krackney
4690,Retired Characters,Lyle Lanley
4691,Retired Characters,Leon Kompowsky
4692,Retired Characters,Lifeways Editor
4693,Retired Characters,Lucille Botzcowski
4694,Retired Characters,Mayor Adam West
4695,Retired Characters,Troy McClure
4696,Retired Characters,Ms. Mellon
4697,Retired Characters,Menthol Moose (First Actor)
4698,Retired Characters,Mina bin Laden
4699,Retired Characters,Marvin Monroe
4700,Retired Characters,Morty Szyslak
4701,Retired Characters,Mr. Winfield
4702,Retired Characters,Nana Sophie Mussolini
4703,Retired Characters,Roger Meyers Jr.
4704,Retired Characters,Apu Nahasapeemapetilon
4705,Retired Characters,Manjula Nahasapeemapetilon
4706,Retired Characters,Sanjay Nahasapeemapetilon
4707,Retired Characters,Leonard Nimoy (character)
4709,Retired Characters,Opening sequence co-worker
4710,Retired Characters,Phil (reporter)
4711,Retired Characters,Prius Albertson
4712,Retired Characters,Tito Puente (character)
4713,Retired Characters,Hank Scorpio
4714,Retired Characters,Sequelizer
4715,Retired Characters,Seymour Skinner (real)
4716,Retired Characters,Roy Snyder
4717,Retired Characters,"Robert Terwilliger, Sr."
4718,Retired Characters,The Great Raymondo
4719,Retired Characters,Tracey Ullman Simpson Family
4720,Retired Characters,Vampiredna
4721,Retired Characters,The Warden
4722,Retired Characters,Waylon Smither's Grandfather
4723,Retired Characters,Sylvia Winfield
4724,Retired Characters,Zelda
4725,Rich Characters,Addy
4726,Rich Characters,Aristotle Amadopolis
4727,Rich Characters,Augustus Redfield
4728,Rich Characters,Barbara Pewterschmidt
4729,Rich Characters,Birch Barlow
4730,Rich Characters,Baron von Wortzenberger
4731,Rich Characters,Biff Westwood
4732,Rich Characters,Bildorf
4733,Rich Characters,Tony Blair (character)
4734,Rich Characters,Blake Black
4735,Rich Characters,Brittany Brockman
4736,Rich Characters,Kent Brockman
4737,Rich Characters,Charles Montgomery Burns
4738,Rich Characters,Burnseneezer Scrooge
4739,Rich Characters,Russ Cargill
4740,Rich Characters,Carter Pewterschmidt
4741,Rich Characters,Chester J. Lampwick
4742,Rich Characters,Clara Hosenfrauen
4743,Rich Characters,Hillary Clinton
4744,Rich Characters,Mr. Costington
4745,Rich Characters,Arthur Crandall
4746,Rich Characters,Donald Trump (character)
4747,Rich Characters,Dowager
4748,Rich Characters,Débutante
4749,Rich Characters,Ed Burns
4750,Rich Characters,Elizabeth
4751,Rich Characters,Elizabeth Taylor (character)
4752,Rich Characters,Evelyn Peters
4753,Rich Characters,Mason Fairbanks
4754,Rich Characters,Arthur Fortune
4755,Rich Characters,Jay G
4756,Rich Characters,Bill Gates
4757,Rich Characters,Gavin
4758,Rich Characters,Gavin and Katelyn's Mother
4759,Rich Characters,Gillian
4760,Rich Characters,Harper Jambowski
4761,Rich Characters,George Harrison (character)
4762,Rich Characters,Baron von Herzenberger
4763,Rich Characters,Bernice Hibbert
4764,Rich Characters,Julius Hibbert
4765,Rich Characters,Howard K. Duff VIII
4766,Rich Characters,Hudson
4767,Rich Characters,Hugh Hefner (character)
4768,Rich Characters,Hugh Parkfield
4769,Rich Characters,Jim Hope
4770,Rich Characters,John Lennon
4771,Rich Characters,Karen (socialite)
4772,Rich Characters,Princess Kemi
4773,Rich Characters,Krusty the Clown
4774,Rich Characters,Lyle Lanley
4775,Rich Characters,Leonardo DiCaprio
4776,Rich Characters,Linda McCartney (character)
4777,Rich Characters,Ludacris (character)
4778,Rich Characters,Maria Quimby
4779,Rich Characters,MC Hammer
4780,Rich Characters,Paul McCartney (character)
4781,Rich Characters,Megan Matheson
4782,Rich Characters,Melina Costington
4783,Rich Characters,Michael Jackson (character)
4784,Rich Characters,Mike Jambowski
4785,Rich Characters,Millicent
4786,Rich Characters,Millionaire Actor
4787,Rich Characters,Millionaires Club
4788,Rich Characters,Garth Motherloving
4789,Rich Characters,Mr. Burns' older siblings
4790,Rich Characters,Mr. Parkfield
4791,Rich Characters,Roger Meyers Jr.
4792,Rich Characters,Lindsey Naegle
4793,Rich Characters,Obeseus the Wide
4794,Rich Characters,Patricia
4795,Rich Characters,Herbert Powell
4796,Rich Characters,President of the United States (Beyond Blunderdome)
4797,Rich Characters,Freddy Quimby
4798,Rich Characters,Joe Quimby
4799,Rich Characters,Richard Texan
4800,Rich Characters,Roberta
4801,Rich Characters,Ronaldo (Blame It on Lisa)
4802,Rich Characters,Ross (Flashmouth CEO)
4803,Rich Characters,Sara (Student)
4804,Rich Characters,Hank Scorpio
4805,Rich Characters,Sara Sloane
4806,Rich Characters,Socialite
4807,Rich Characters,Stacy Lovell
4808,Rich Characters,Sir Ringo Starr (character)
4809,Rich Characters,Susan (socialite)
4810,Rich Characters,Lucius Sweet
4811,Rich Characters,Drederick Tatum
4812,Rich Characters,Robert Terwilliger
4813,Rich Characters,Uncle Eldred
4814,Rich Characters,Uncle Pennybag Parody
4815,Rich Characters,Mrs. Vanderbilt
4816,Rich Characters,Vivienne Saint Germain
4817,Rich Characters,Alex Whitney
4818,Rich Characters,Rainier Wolfcastle
4819,Rich Characters,Woosterfield Family
4820,Rich Characters,Devan Woosterfield
4821,Rich Characters,Quenley Woosterfield
4822,Rich Characters,Simon Woosterfield
4823,Rich Characters,Artie Ziff
4942,Seniors,4-H leader
4943,Seniors,"Abraham Simpson, Sr."
4944,Seniors,Admiral Carstairs
4945,Seniors,Adolf Hitler (Bart vs. Australia)
4946,Seniors,Al Gore
4947,Seniors,Albert Einstein
4948,Seniors,Buzz Aldrin
4949,Seniors,Buzz Aldrin (character)
4950,Seniors,Alex Salmond
4951,Seniors,Alfred Hitchcock
4952,Seniors,Amanda Ormand
4953,Seniors,Ameil
4954,Seniors,Andy Griffith
4955,Seniors,Angelica D'Amico
4956,Seniors,Antonowski
4957,Seniors,Apu Nahasapeemapetilon Sr.
4958,Seniors,Art Spiegelman (character)
4959,Seniors,Artemis (The Last Barfighter)
4960,Seniors,Arturo Bisque
4961,Seniors,Asa (Senior)
4962,Seniors,Auction Announcer (The Boy Who Knew Too Much)
4963,Seniors,Babysitting Lady
4964,Seniors,Mary Bailey
4965,Seniors,Bait Shop Owner
4966,Seniors,Baseball Announcer (Brother from the Same Planet)
4967,Seniors,Baseball Announcer 1
4968,Seniors,Jasper Beardsley
4969,Seniors,Beatrice
4970,Seniors,Myrna Bellamy
4971,Seniors,Belle
